sentiment,Content
enthusiasm,"I can't go to the grocery store on an empty stomach. That's trouble! I wanna see ur show but not sure ill get to  let u kno"
enthusiasm,"I can't really say much because none of it is set in stone.. but I'm planning a charity concert for Cystic Fibrosis"
enthusiasm,"I can't Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo"
happiness,"I can't wait either!!!!! your so welcome  YAY!!!!!!!!!"
happiness,"i can't wait to see!"
enthusiasm,"I can't wait to start my weekend. I'm so sick of working, I have to self-medicate, and I'm fresh out of herb"
happiness,"i can't wait. 2 more days till happiness."
happiness,"I can't work twitter on my phone!  we're just in bed thinking of funny stuff from last night! (L) GOOD TIMES!"
happiness,"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more"
surprise,"i cant afford it  go to school here ? !!"
surprise,"I cant believe i blew off that cute guy and his friend who were selling us concert tickets  FML"
surprise,"i cant believe this woman talked me into getting a different hairstyle...real talk though...i have no clue of what to do with my hair"
surprise,"I cant use my blackberry today. This sucks."
happiness,"I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny"
happiness,"i cooked breakfast for my mom  HAPPY"
surprise,"I could see your quote but not vote for it??"
surprise,"I couldn't have planned a better surprise party for my hubby"
enthusiasm,"I crochet Laura. Simple stitches...I can make a mean afgan!"
enthusiasm,"i decided it was best for me to stay in tonight lady. i shall be in pittsburgh soon!!  (FAREWELL!!!)"
enthusiasm,"i decided that myspacee is wayy better"
enthusiasm,"I decided you should help me make my first solo album"
relief,"i definitely win at life"
enthusiasm,"I designed a new shirttttt."
relief,"I did  For Thursday"
surprise,"I did ! That was amaziiiing    I was able to see the whole stage and to dance and sing etc ! That was really great"
surprise,"i did dat 1 time &amp; my boss text me saying, &quot;tweet me n my office after dis tweeting is ova!&quot; i havent dun it since."
happiness,"I did my best, it is Sunday after all"
relief,"I did sales training for a couple of the papers. They paid my bills for a bit."
happiness,"I did that once"
surprise,"I did wake up but i appear to have missed you by not much!"
enthusiasm,"i did, haha. i'll run is more suitable, at the moment."
happiness,"I DIDDDD. I MET THEM AGAIN"
relief,"I didn't check Twitter till just now. Thanks everyone for all the Congrats! I really really appreciate it  #fb"
relief,"i didn't get to chat!   .  oh well.  time to eat a praline."
surprise,"I didn't know you had a blog!!!  That's so awesome"
happiness,"I didn't say I met *all* the awesomest people, just a bunch of them."
surprise,"I didn't see this until after"
surprise,"i didnt know u guys have acc in fb hee"
surprise,"I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1"
surprise,"I dnt get to go play lasertag w/ my besties!     *old me's dead and gone*"
relief,"I do my humble best  Going on a works paintball day soon so that should fuel a few strips, no doubt"
happiness,"I do now LOL."
surprise,"i DO THAT ALL THE TIME.. NO BIGGIE"
happiness,"I do too!! Sounds interesting"
relief,"I don't believe it, my puppy likes brussels sprouts!"
relief,"I don't care&quot"
surprise,"I don't even remember what's on there!!!"
enthusiasm,"i don't have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated"
relief,"I don't have the fake fascination like i once did before. Cause i no longer have to pretend i like you"
happiness,"I don't know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk."
relief,"I don't mind him not paying rent. I'm just over the moon at the idea of him moving out at least 12 years early"
happiness,"I don't remember cause I was watching so many on youtube... LOL will get back to you"
happiness,"I don't see how there could possibly be another choice."
surprise,"I don't think any of what i just said it true, i just had a rant about mcfly, i cant belive i did that  i feel ashamed"
surprise,"I don't think I am going to get to see any of the sun today  gutted I NEED COLOUR!"
happiness,"I don't think I can bear such cuteness this early in the day! Kudos to Fair Empress"
happiness,"I don't think I'm very well. Just in time for the weekend"
happiness,"I don't think I've ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!"
surprise,"i don't understand the whole follow friday thing?"
happiness,"I don't use it, but I heard that PowerShell is nice"
relief,"I don't. I hope it takes them a good long while to recover."
surprise,"i dont even know now lenaaa  when you going clothes show?"
happiness,"i dont know u but heeeeeeey  my name is shannn *extends hand* put er there. where u from?"
relief,"i dont really know..i saw it on the gadget show about something thatmakes messages easier to find or something thank you"
surprise,"I dont see it? where do u see it listed at cause I dont"
surprise,"I dont think he's ganna text me."
surprise,"I dont understand why he's doing this"
happiness,"i dyed my hair back to super black again!"
relief,"I feel better today."
relief,"I feel for you  I hope it's a smooth flight. Be safe! Mucho amor from Boston!"
relief,"I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!"
happiness,"i feel like a bright, new t-shirt.. wish i had one."
relief,"I feel like flying off somewhere. It's been a month since my last trip..."
enthusiasm,"i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!"
happiness,"I figured you'd be bouncing about it"
happiness,"i finally found the perfect matte lcd cleaner!! i-nix screen cleaner ftw!"
surprise,"I finally went and found some of the songs we sang in church in Wellington online. Was easier than expected - yay Google!  #fb"
happiness,"i find John Mayer's tweets mighty entertaining for a hearty laugh...so thanks John"
happiness,"i finished all my work!"
relief,"i finished new moon  in 1 day all up. maybe less, im quite proud, now who wants to lend me eclipse haha"
happiness,"i foot think it will let you since it.s international  but we have twitter haha"
surprise,"I forgot about it and I already ate lunch  so I guess I'm not going."
happiness,"i forgot how much i really needed music until i barely had any for about a week. but i have music now. yay!"
happiness,"I forgot I have lumpia and pancit in my fridge from last night! Yay"
surprise,"i found a few a couple of weeks ago.    i spazzed and then pulled them all out, so life is back to normal, lol."
happiness,"I FOUND A PROM DRESS"
happiness,"i found a ride...YES!!! liquor here i come"
relief,"I found out this morning too."
happiness,"I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p"
happiness,"I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas..."
happiness,"I got 71! That's more than I'm following... I feel special now"
happiness,"I got a Coach purse"
happiness,"i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth."
happiness,"I got a raise and praise!!!! Great way to start Monday off"
relief,"i got all my hair cut off, it's almost above my ears"
surprise,"I got excited when I saw a bag in the place cookies usually live (when I get them). Unfortunately it was just my new prescription"
relief,"I Got it!"
surprise,"I got my film developed at asda, half of them are just gray!! And some have a black box on the top half  why?"
surprise,"I got overexcited about pizza and burned my mouth."
surprise,"I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes."
happiness,"I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it."
surprise,"I got whooped by Jason Bradbury. Ace :0"
happiness,"i graduate at 9am on Sunday June 14th..."
surprise,"I guess  ! I was really suprised.."
relief,"I guess I am too freaky for followers."
relief,"I guess I'll use TwitterFox for a while, now"
surprise,"I guess that's true!"
happiness,"I guess thats just how I am lol"
happiness,"I guess u ain like me den.. My hair cut short..  lol"
relief,"I guess you're responding to me about DC. If that's the case..."
surprise,"I had a dream about a pretty pretty beach and there was no beach when I woke up"
happiness,"i had a dream last night, and i was singing  first avid dream of myself crooning away!"
happiness,"I had a great date last night...tried to find the CDCaves with Daniel  it was HILARIOUSLY FUN!!!"
happiness,"I had a GREAT night with Justine and the boys and all the westconn people I met tonight haha"
surprise,"I had a great time at the surprise party! We got him good!"
surprise,"i had a new friend who called himself shame."
happiness,"I had a very good day - lots of stretching and sleeping in the sun"
happiness,"I had an amazing night with my friends!!!  now I am losing my voice!"
happiness,"I had fun at Daisy's Mexican Fiesta ."
happiness,"I had fun this summer"
relief,"I had fun tonight! I'll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!"
happiness,"i had had a baked dinner yummy  cant wait for new short stack tv, what kind of dips shall it be?"
surprise,"I had mint ice-cream for dessert tonight. Love the stuff!"
happiness,"I had my galaxy..and god it was good!!  Where has everyone gone..twitters gone a bit quiet  xxxxx"
happiness,"I had so much fun tonight!! But i am soo excited to get home and go to sleep"
happiness,"I had the best weekend ever"
happiness,"i had the vision of luv n it was aaaaaoOUoOuoOUU that u..turn out..toOoo&quot"
surprise,"i hate it when a website says the ticket prices are on another website and their not"
relief,"i hate my presentation  hahah whatever im glad its over"
relief,"I hate not getting e-mail's  going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx"
surprise,"i hate the fact that it is so nice outsidee, and im inside doing revisionn"
happiness,"I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!"
